Service,Anime,URL,MAL ID (or n/a)
"AmazonPrime","Ali the Fox","https://www.amazon.com/Mom/dp/B07BMKYP21",n/a
"AmazonPrime","Altair: A Record of Battles","https://www.amazon.com/The-Sinking-City/dp/B073R6HDDW",34547
"AmazonPrime","Anonymous Noise - Season 1","https://www.amazon.com/keep-Walking-Forward-Today-Tomorrow/dp/B06Y5SCYK4",33203
"AmazonPrime","Arcadia of My Youth","https://www.amazon.com/Arcadia-My-Youth-Tomoharu-Katsumata/dp/B07DP8X7CK",2202
"AmazonPrime","Armed Girl's Machiavellism - Season 1","https://www.amazon.com/The-Magnificent-Blade-Rin-Onigawara/dp/B06Y1PY91G",33475
"AmazonPrime","Astro Boy","https://www.amazon.com/Astros-First-Love/dp/B07F172Q2P",3044
"AmazonPrime","Atom: the Beginning - Season 1","https://www.amazon.com/Bewusstsein/dp/B071R14H8R",33371
"AmazonPrime","Bakemonogatari - Season 1 (English Subtitled)","https://www.amazon.com/TSUBASA-Cat-Part-5/dp/B06XP2NDJL",5081
"AmazonPrime","Battle Disc","https://www.amazon.com/Reunion-of-Rockson-Brothers/dp/B01M66U7ZS",n/a
"AmazonPrime","Beware Of Rocket:The Scar","https://www.amazon.com/Beware-Rocket-Scar-King-Jeff/dp/B078MRNWYX",n/a
"AmazonPrime","Black Jack","https://www.amazon.com/Yamanote-Tetsu/dp/B07G3HMN8D",2213
"AmazonPrime","Black Jack: The Movie","https://www.amazon.com/Black-Jack-Movie-Barry-Stigler/dp/B07DWL91JQ",1521
"AmazonPrime","Blood-C: The Last Mind","https://www.amazon.com/Blood-C-Last-Mind-Part-2/dp/B074CK6S7P",n/a
"AmazonPrime","Blue Exorcist (English Dubbed)","https://www.amazon.com/Mask/dp/B072W8VPBZ",9919
"AmazonPrime","Blue Exorcist- Kyoto Saga","https://www.amazon.com/Through-Thick-and-Thin/dp/B01N3384UP",33506
"AmazonPrime","Blue Exorcist Season 1","https://www.amazon.com/Demon-of-the-Deep-Seas/dp/B01N5NQKOR",9919
"AmazonPrime","Boys Of Valor Series","https://www.amazon.com/Volume-1/dp/B0756QRSYV",n/a
"AmazonPrime","Bruce Lee and Chinese Gods","https://www.amazon.com/Bruce-Chinese-Gods-Chih-Chang/dp/B01H47XIDC",n/a
"AmazonPrime","Bully","https://www.amazon.com/In-With-The-Out-Crowd/dp/B07978GBHY",n/a
"AmazonPrime","Cardcaptor Sakura","https://www.amazon.com/Cardcaptor-Sakura-Tange/dp/B07DNHH3PL",371
"AmazonPrime","Cardfight!! Vanguard","https://www.amazon.com/Turbulence-Q4-VS-NwO/dp/B07GY1L1LC",37476
"AmazonPrime","Clip: Al ameen - From the life of Prophet Muhammad","https://www.amazon.com/Clip-ameen-life-Prophet-Muhammad/dp/B075SHT4LX",n/a
"AmazonPrime","Clip: Al Sadiq - From the life of Prophet Muhammad","https://www.amazon.com/Clip-Sadiq-life-Prophet-Muhammad/dp/B075YC6NSQ",n/a
"AmazonPrime","Clip: Birth of Prophet Muhammad - From the life of Prophet Muhammad","https://www.amazon.com/Clip-Birth-Prophet-Muhammad-life/dp/B07659FTDD",n/a
"AmazonPrime","Clip: Guardians of Arazu:The Animated Series","https://www.amazon.com/Clip-Guardians-Animated-Joy-Eze/dp/B06Y1DSM61",n/a
"AmazonPrime","Clip: Prophet and the Blind Man - From the life of Prophet Muhammad","https://www.amazon.com/Clip-Prophet-Blind-life-Muhammad/dp/B0765CWRLN",n/a
"AmazonPrime","Clip: Prophet Becomes a Merchant - From the life of Prophet Muhammad","https://www.amazon.com/Clip-Prophet-Becomes-Merchant-Muhammad/dp/B075YCT7LC",n/a
"AmazonPrime","Clip: Splitting of chest - From the life of Prophet Muhammad","https://www.amazon.com/Clip-Splitting-chest-Prophet-Muhammad/dp/B075RNKG8W",n/a
"AmazonPrime","Clip: The Enlightenment - From the life of Prophet Muhammad","https://www.amazon.com/Clip-Enlightenment-life-Prophet-Muhammad/dp/B07629J2TV",n/a
"AmazonPrime","Clip: The Old Woman and The Prophet - From the life of Prophet Muhammad","https://www.amazon.com/Clip-Woman-Prophet-life-Muhammad/dp/B0765CQRPT",n/a
"AmazonPrime","Clip: The Rebuilding of Ka'bah - From the life of Prophet Muhammad","https://www.amazon.com/Clip-Rebuilding-Kabah-Prophet-Muhammad/dp/B0762F9MFY",n/a
"AmazonPrime","Clip: The travel of a commuter.","https://www.amazon.com/Clip-travel-commuter-Shigeo-Fukushima/dp/B01MYRDR43",n/a
"AmazonPrime","Cyborg Assassin","https://www.amazon.com/Cyborg-Assassin-Eric-W-Sizemore/dp/B06XHDPM4G",n/a
"AmazonPrime","Delinquent Hamsters","https://www.amazon.com/The-New-Toy/dp/B07CBRF2ZQ",n/a
"AmazonPrime","Deltora Quest","https://www.amazon.com/Meeting-Prin/dp/B07GBM72G5",1826
"AmazonPrime","DIVE!!","https://www.amazon.com/DIVE-TO-BLUE/dp/B073QM1GWK",34543
"AmazonPrime","Dragon Ball Fighter Z Gameplay With Mojo Matt","https://www.amazon.com/First-Online-Match/dp/B07JQHN4D1",n/a
"AmazonPrime","Elfen Lied - Season 01","https://www.amazon.com/Elfen-Lied-01-Chance-Encounter/dp/B003B21SP0",226
"AmazonPrime","Eromanga Sensei - Season 1","https://www.amazon.com/Dreaming-Sagiri-and-Summer-Fireworks/dp/B06Y4HW931",32901
"AmazonPrime","Fate/Stay Night: Unlimited Blade Works Season 1","https://www.amazon.com/The-Final-Decision/dp/B01MR4BHHJ",22297
"AmazonPrime","Fate/Stay Night: Unlimited Blade Works Season 1","https://www.amazon.com/The-Final-Decision/dp/B01MR4BHHJ",27821
"AmazonPrime","Fate/Stay Night: Unlimited Blade Works Season 2","https://www.amazon.com/Time-of-Departure/dp/B01N9PZO3Z",28701
"AmazonPrime","Fist of the North Star","https://www.amazon.com/Fist-North-Star-John-Vickery/dp/B07DQHRBKJ",1358
"AmazonPrime","Flowering Heart","https://www.amazon.com/Season-Crush-first-sight/dp/B07FPM9QZ3",32691
"AmazonPrime","Flying Witch (English Subtitled)","https://www.amazon.com/Tomorrows-Tomorrow-Present/dp/B07K2RKHQD",31376
"AmazonPrime","Fruity Samurai","https://www.amazon.com/Fruity-Samurai-KBC/dp/B07BKQB14D",30173
"AmazonPrime","Fullmetal Alchemist Brotherhood (English Subtitled) Season 1","https://www.amazon.com/Interlude-Party/dp/B0172XW87A",5114
"AmazonPrime","Fushigi Yugi","https://www.amazon.com/Only-You/dp/B07JLVPK1K",123
"AmazonPrime","GATE (English Subtitled)","https://www.amazon.com/A-Flame-Dragon/dp/B07KB5T3TD",28907
"AmazonPrime","Genesis Climber MOSPEADA (English Subtitled)","https://www.amazon.com/The-Ballad-of-Breaking-Up/dp/B01J71YOW2",3670
"AmazonPrime","Get Backers","https://www.amazon.com/Initials-Are-G-B/dp/B003E33S9A",132
"AmazonPrime","Ghost Messenger","https://www.amazon.com/Ghost-Messenger-Goo-Bong-hee/dp/B076CQ82HM",n/a
"AmazonPrime","Girls' Last Tour - Season 1","https://www.amazon.com/Train-Wavelength-Capture/dp/B0767N3BY4",35838
"AmazonPrime","Goku Midnight Eye","https://www.amazon.com/Midnight-Eye-II/dp/B07F1M92QR",1879
"AmazonPrime","Goku Midnight Eye","https://www.amazon.com/Midnight-Eye-II/dp/B07F1M92QR",1880
"AmazonPrime","GRANBLUE FANTASY The Animation","https://www.amazon.com/Episode-03/dp/B01MTBLQVL",31629
"AmazonPrime","Grimoire of Zero - Season 1","https://www.amazon.com/Reunion/dp/B06Y3CSGF1",34176
"AmazonPrime","GTO: Great Teacher Onizuka","https://www.amazon.com/The-Legend-Begins/dp/B07HSR892W",245
"AmazonPrime","Gurren Lagann Season 1","https://www.amazon.com/Said-Gonna-Pilot-That-Thing/dp/B01MUBQOU0",2001
"AmazonPrime","Gurren Lagann Season 1 (English Dubbed)","https://www.amazon.com/Lets-Go-Comrades/dp/B017345PNM",2001
"AmazonPrime","Hang On","https://www.amazon.com/Family-Loses-Their-Mind-Strings/dp/B075KK26J9",n/a
"AmazonPrime","Hello Jadoo","https://www.amazon.com/Tiger-Mask/dp/B01HUDHM7S",n/a
"AmazonPrime","Hickory Dickory","https://www.amazon.com/Hickory-Dickory-Animation-Character/dp/B0784RBL45",n/a
"AmazonPrime","Himouto! Umaru-chan R","https://www.amazon.com/The-Himouto-Returns/dp/B0768DY3KB",28825
"AmazonPrime","Himouto! Umaru-chan R","https://www.amazon.com/The-Himouto-Returns/dp/B0768DY3KB",35376
"AmazonPrime","Hitorijime My Hero - Season 1","https://www.amazon.com/The-High-School-Boys-Howl/dp/B073SG1B9L",33654
"AmazonPrime","Initial D Legend 1: Awakening (English Subtitled)","https://www.amazon.com/Initial-Legend-Awakening-English-Subtitled/dp/B07K3XHZWZ",19613
"AmazonPrime","INUYASHIKI LAST HERO","https://www.amazon.com/Ichiro-Inuyashiki/dp/B076DJ6GQ3",34542
"AmazonPrime","Iria: Zeiram The Bounty Hunter","https://www.amazon.com/Pitch-Black/dp/B07GFWZHGF",432
"AmazonPrime","Jin-Roh: The Wolf Brigade","https://www.amazon.com/Jin-Roh-Wolf-Brigade-Michael-Dobson/dp/B07F9BPG34",570
"AmazonPrime","Just Because! - Season 1","https://www.amazon.com/Episode-12/dp/B0765S9W38",35639
"AmazonPrime","Kabukibu! - Season 1","https://www.amazon.com/Prologue-As-Spring-This-Guy/dp/B06Y3TMPZ2",33840
"AmazonPrime","Kai: Legend of the Icy Lake","https://www.amazon.com/Kai-Legend-Lake-Kang-Jin-ah/dp/B07H8PSBK6",n/a
"AmazonPrime","Katsugeki! Touken Ranbu - Season 1","https://www.amazon.com/What-I-Wanted-to-Protect/dp/B073LRZPB2",33018
"AmazonPrime","Kick-Heart","https://www.amazon.com/Kick-Heart-Richard-Epcar/dp/B014X138AA",16149
"AmazonPrime","Kowabon","https://www.amazon.com/Intercom/dp/B07C9DN1VH",30948
"AmazonPrime","Land of the Lustrous - Season 1","https://www.amazon.com/Antarcticite/dp/B0767PNV28",35557
"AmazonPrime","Lights of the Clione Season 1","https://www.amazon.com/After-Festival-Morning-Light/dp/B073WDFKCL",35114
"AmazonPrime","Lily C.A.T.","https://www.amazon.com/Lily-C-T-Mike-Reynolds/dp/B07DMJWRYW",3258
"AmazonPrime","LOVE and LIES - Season 1","https://www.amazon.com/First-Love/dp/B073PC1SL6",34934
"AmazonPrime","Magical Girl Lyrical NANOHA","https://www.amazon.com/This-Towns-Lot-Danger/dp/B01N4N4E0Q",76
"AmazonPrime","Magical Girl Lyrical NANOHA A's","https://www.amazon.com/Our-New-Power-Activate/dp/B01MZ8VH8F",77
"AmazonPrime","Magical Girl Lyrical NANOHA StrikerS","https://www.amazon.com/Riot-Force-6/dp/B01N0ZZ2Z6",1915
"AmazonPrime","Mix Master: Final Force","https://www.amazon.com/The-Cave-of-Mana/dp/B06XR5XD17",31246
"AmazonPrime","Mix Master: King of Cards","https://www.amazon.com/Mix-Master-Cards-Season-Wraith/dp/B00AVTPJ4C",7395
"AmazonPrime","MUSHI-SHI- Next Passage Season 1","https://www.amazon.com/Valley-of-the-Welling-Tides/dp/B01MZ83T51",21939
"AmazonPrime","MUSHI-SHI- Next Passage Season 1","https://www.amazon.com/Valley-of-the-Welling-Tides/dp/B01MZ83T51",24701
"AmazonPrime","Music Girls","https://www.amazon.com/A-One-In-a-Million-Idol/dp/B07JQ5DSCV",37481
"AmazonPrime","Mythical Detective Loki Ragnarok","https://www.amazon.com/Mythical-Detective-Loki-Ragnarok-21/dp/B004FJTWJM",335
"AmazonPrime","Naruto X Boruto Ninja Voltage Gameplay","https://www.amazon.com/Kakashis-Test/dp/B07DJXBZ6N",n/a
"AmazonPrime","Nick Warren In Ibiza 2001","https://www.amazon.com/Nick-Warren-Ibiza-2001/dp/B01L3033GS",n/a
"AmazonPrime","No Game, No Life Zero (English Subtitled)","https://www.amazon.com/Game-Life-Zero-English-Subtitled/dp/B07K6ZR3B2",33674
"AmazonPrime","Onara Gorou","https://www.amazon.com/Onara-Gorou-Takashi-Taniguchi/dp/B07BGG274H",33274
"AmazonPrime","ONIHEI","https://www.amazon.com/Yanaka-Iroha-Tea-House/dp/B01NAS0WJW",33983
"AmazonPrime","Orphen Season 1","https://www.amazon.com/Orphen-15-Sister-Moon/dp/B008P95CBA",1017
"AmazonPrime","Pahappahooey Island","https://www.amazon.com/Hide-it-in-Your-Heart/dp/B075L581PZ",n/a
"AmazonPrime","Pokemon Duel With Mega Mike","https://www.amazon.com/Tia/dp/B07GNV74T6",n/a
"AmazonPrime","Pokémon the Series: Gold and Silver","https://www.amazon.com/A-Sappy-Ending/dp/B076QRW3KT",527
"AmazonPrime","Pokémon the Series: Ruby & Sapphire","https://www.amazon.com/You-Never-Can-Taillow/dp/B00OEMGEZA",1564
"AmazonPrime","Pop Team Epic (Original Japanese Version)","https://www.amazon.com/Pop-Team-Epic-5/dp/B07BS2SXXP",35330
"AmazonPrime","Power Top Plate","https://www.amazon.com/The-Fate-of-the-Game/dp/B075JM865B",n/a
"AmazonPrime","Princess Principal - Season 1","https://www.amazon.com/Dancy-Conspiracy/dp/B073SGMQPS",35240
"AmazonPrime","Puella Magi Madoka Magica Season 1","https://www.amazon.com/Im-Not-Afraid-Anything-Anymore/dp/B01NARJJXT",9756
"AmazonPrime","RAGE OF BAHAMUT VIRGIN SOUL","https://www.amazon.com/Red-Dragon/dp/B06Y3LMLGW",30736
"AmazonPrime","RahXephon - Season 01","https://www.amazon.com/RahXephon-03-City-of-Two/dp/B008RK497A",165
"AmazonPrime","Rapunzel: The Beginning","https://www.amazon.com/Rapunzel-Beginning-Efrayn-R-S/dp/B07BZC9NRZ",n/a
"AmazonPrime","Re:CREATORS","https://www.amazon.com/that-wasnt-funny/dp/B06Y3WYQHG",34561
"AmazonPrime","Red Princess Blues: Genesis (Anime)","https://www.amazon.com/Red-Princess-Blues-Genesis-Anime/dp/B01LDXWVXG",n/a
"AmazonPrime","Robin Hood And The Golden Arrow","https://www.amazon.com/Robin-Golden-Arrow-Super-Madras/dp/B07BDQX59J",n/a
"AmazonPrime","Robot Carnival","https://www.amazon.com/Robot-Carnival-Atsuko-Fukushima/dp/B07DNJDM5S",2182
"AmazonPrime","Robotech - The Original Broadcast Version","https://www.amazon.com/Glovals-Report/dp/B01H0UX7J8",n/a
"AmazonPrime","Robotech: The Complete Series - Digitally Remastered","https://www.amazon.com/The-Macross-Saga-Boobytrap/dp/B01I4ICUAC",n/a
"AmazonPrime","Robotex","https://www.amazon.com/Same-Appearance-Different-Thoughts/dp/B075JZMF1G",n/a
"AmazonPrime","Ronja, the Robber’s Daughter","https://www.amazon.com/Moving-Out/dp/B01N5K1GBD",22359
"AmazonPrime","Row Row Row Your Boat","https://www.amazon.com/Row-Your-Boat/dp/B0784QLKDT",n/a
"AmazonPrime","RWBY Volume 3","https://www.amazon.com/RWBY-3-Lindsay-Jones/dp/B07DWHZ4Y5",n/a
"AmazonPrime","RWBY: Volume 1","https://www.amazon.com/RWBY-1-Barbara-Dunkelman/dp/B07BLS1BKX",n/a
"AmazonPrime","RWBY: Volume 2","https://www.amazon.com/RWBY-2-Barbara-Dunkelman/dp/B07C8FV9PQ",n/a
"AmazonPrime","RWBY: Volume 4","https://www.amazon.com/RWBY-4-Lindsay-Jones/dp/B07DMFWVLT",n/a
"AmazonPrime","Saekano- How to Raise a Boring Girlfriend - Season 1","https://www.amazon.com/An-Error-ridden-Prologue/dp/B06XYJQPWW",29317
"AmazonPrime","Saekano- How to Raise a Boring Girlfriend - Season 1","https://www.amazon.com/An-Error-ridden-Prologue/dp/B06XYJQPWW",23277
"AmazonPrime","Saekano- How to Raise a Boring Girlfriend .flat","https://www.amazon.com/Episode0-Service-Love-Pure-heart/dp/B06Y1QNBN3",35338
"AmazonPrime","Saekano- How to Raise a Boring Girlfriend .flat","https://www.amazon.com/Episode0-Service-Love-Pure-heart/dp/B06Y1QNBN3",30727
"AmazonPrime","Sagrada Reset - Season 1","https://www.amazon.com/MEMORY-in-CHILDREN-1-3/dp/B06Y1R8D86",34102
"AmazonPrime","Scum's Wish","https://www.amazon.com/Bad-Apple/dp/B01N5O6P65",32949
"AmazonPrime","Season 1 - The Wandering Samurai","https://www.amazon.com/Save-Small-Life-Doctor-Megumi/dp/B06XNZGJ4V",45
"AmazonPrime","Season 1 - The Wandering Samurai (English Dubbed)","https://www.amazon.com/Save-Small-Life-Doctor-Megumi/dp/B06XNZGRDR",45
"AmazonPrime","Season 2","https://www.amazon.com/BOY-GIRL-STORY-SAGRADA/dp/B073G2PY1M",n/a
"AmazonPrime","Season 2 - Legend of Kyoto","https://www.amazon.com/Title-Strongest-Aoshis-New-Conflict/dp/B06XL15DV7",n/a
"AmazonPrime","Season 2 - Legend of Kyoto (English Dubbed)","https://www.amazon.com/As-Fly-Launch-Battleship-Purgatory/dp/B06XNZ5J1S",n/a
"AmazonPrime","Season 3 - Tales of the Meiji","https://www.amazon.com/Theres-Shimonoseki-Another-Battousai-Appears/dp/B06XNSR8KQ",n/a
"AmazonPrime","Season 3 - Tales of the Meiji (English Dubbed)","https://www.amazon.com/Kaishu-Katsus-Determination-Truth-Lived-Through/dp/B06XP1HNWR",n/a
"AmazonPrime","Sellout Covenant","https://www.amazon.com/Hurry-Up-Pay-Me/dp/B07JFSDM5S",n/a
"AmazonPrime","Shin chan Spin-off vol.1 Aliens vs. Shinnosuke","https://www.amazon.com/To-Earth/dp/B01MS68BZF",33661
"AmazonPrime","Shuuichi: Son of Vengeance","https://www.amazon.com/Shuuichi-Son-Vengeance-Kevin-Kittle/dp/B01J6YTSI0",n/a
"AmazonPrime","Sinbad The Sailor","https://www.amazon.com/Sinbad-Sailor-Super-Audio-Madras/dp/B07C8FNHYG",n/a
"AmazonPrime","Slam Dunk","https://www.amazon.com/Birth-Genius-Basketball-Man/dp/B07FBNW9YJ",170
"AmazonPrime","Sonic X","https://www.amazon.com/Beating-Eggman-Part-1/dp/B07HKWQ6KY",1816
"AmazonPrime","Spicy Boy","https://www.amazon.com/Makio-in-Sweetrange-Land/dp/B078FP2R9S",n/a
"AmazonPrime","Street Fighter II: The Animated Movie","https://www.amazon.com/Street-Fighter-II-Animated-Movie/dp/B07DV3DP4X",1362
"AmazonPrime","Super Dimension Fortress Macross (English Subtitled)","https://www.amazon.com/Messenger/dp/B01J73KOCY",1088
"AmazonPrime","Super Supers: Pulse Vampires vs. Zombies - Kalina's World","https://www.amazon.com/Super-Supers-Vampires-Zombies-Kalinas/dp/B06XNSWK2H",n/a
"AmazonPrime","Swimming to Sea","https://www.amazon.com/Swimming-Sea-Shi-Young-jun/dp/B07F5HMN1S",n/a
"AmazonPrime","Swiss Family Robinson","https://www.amazon.com/Saved-From-Death/dp/B01M1GYSQY",2544
"AmazonPrime","Sword Oratoria: Is it Wrong to Try to Pick Up Girls in a Dungeon? On the Side - Season 1","https://www.amazon.com/Fittings-and-Purchases/dp/B06ZYMW2GC",32887
"AmazonPrime","Tales Of Little Women","https://www.amazon.com/Forgive-And-Forget/dp/B076VSK3PL",n/a
"AmazonPrime","Tatsumi (English Subtitled)","https://www.amazon.com/Tatsumi-English-Subtitled-Tetsuya-Bessho/dp/B013T1AWW2",n/a
"AmazonPrime","Technotise: Edit and I","https://www.amazon.com/Technotise-Edit-I-Sanda-Knezevic/dp/B06XRK2CPN",n/a
"AmazonPrime","The Emperor and the Nightingale","https://www.amazon.com/Emperor-Nightingale-Animation-Character/dp/B0784RCTYY",n/a
"AmazonPrime","The Great Passage","https://www.amazon.com/Waver/dp/B01MY70YFT",32948
"AmazonPrime","The Legend of Snow White","https://www.amazon.com/A-Letter-From-Richard/dp/B074K92NF5",n/a
"AmazonPrime","The Misty Green Sky","https://www.amazon.com/Misty-Green-Sky-Maggie-Taylor/dp/B06X9DMT2F",n/a
"AmazonPrime","The Wolf and the Lamb","https://www.amazon.com/Wolf-Lamb-Silver-Brain/dp/B071Y4SGHL",n/a
"AmazonPrime","Tobot","https://www.amazon.com/Beats-and-Battles/dp/B07H1FRT7D",n/a
"AmazonPrime","Toriko the Movie","https://www.amazon.com/Toriko-Movie-Romi-Park/dp/B07DQBN25V",17699
"AmazonPrime","UFO Ultramaiden","https://www.amazon.com/UFO-Ultramaiden-01-Bathhouse-Angel/dp/B00425YJIS",1127
"AmazonPrime","UFO Ultramaiden","https://www.amazon.com/UFO-Ultramaiden-01-Bathhouse-Angel/dp/B00425YJIS",11445
"AmazonPrime","UFO Ultramaiden","https://www.amazon.com/UFO-Ultramaiden-01-Bathhouse-Angel/dp/B00425YJIS",1129
"AmazonPrime","UFO Ultramaiden Season 2","https://www.amazon.com/UFO-Ultramaiden-2-06-Night-Flight/dp/B008RJV60O",1128
"AmazonPrime","Up in the Clouds","https://www.amazon.com/Up-Clouds-Katherine-Park/dp/B01MV88N7V",n/a
"AmazonPrime","UQ Holder! - Season 1","https://www.amazon.com/Operation-Capture-Fate/dp/B0763JM7B2",33478
"AmazonPrime","Urara Meirocho- Season 1","https://www.amazon.com/Love-Pursuit-Sometimes-Good-Girl/dp/B01MS6M5E4",32924
"AmazonPrime","Urusei Yatsura: Beautiful Dreamer","https://www.amazon.com/Urusei-Yatsura-Beautiful-Mamoru-Oshii/dp/B07DQFNQ6T",1921
"AmazonPrime","Vatican Miracle Examiner - Season 1","https://www.amazon.com/God-Bestows-Upon-All-Revelations/dp/B073S2RC7N",34368
"AmazonPrime","ViVid Strike!","https://www.amazon.com/Challenge/dp/B01N0ZLWLC",33589
"AmazonPrime","Wara Store","https://www.amazon.com/Big-Money-Dreams/dp/B01HFLCZOK",n/a
"AmazonPrime","When We Met - Ride the Tide","https://www.amazon.com/When-We-Met-Ride-Tide/dp/B078MJ3H5Z",n/a
"AmazonPrime","Who will win, monsters or mammals ?","https://www.amazon.com/Who-will-win-monsters-mammals/dp/B07K2KDQ9X",n/a
"AmazonPrime","Yandere Rivals","https://www.amazon.com/Occult-Club-Feat-LDShadowLady/dp/B0795C83LN",n/a
"AmazonPrime","Yu-Gi-Oh!","https://www.amazon.com/Legendary-Fisherman-Part-1/dp/B07941FRSL",481
"AmazonPrime","Yu-Gi-Oh! ARC-V","https://www.amazon.com/Turning-Point/dp/B07CYJVQXD",21639
"AmazonPrime","Yu-Gi-Oh! GX","https://www.amazon.com/Return-Supreme-King-Part-2/dp/B07K7YZX5R",482
"AmazonPrime","Yuki Yuna is a Hero - Season 1","https://www.amazon.com/A-Maidens-True-Heart/dp/B0764WPL5Y",25519
"AmazonPrime","Yuki Yuna is a Hero - Season 1","https://www.amazon.com/A-Maidens-True-Heart/dp/B0764WPL5Y",34284
"AmazonPrime","Yuki Yuna is a Hero - Season 1","https://www.amazon.com/A-Maidens-True-Heart/dp/B0764WPL5Y",34445
"AmazonPrime","Yuki Yuna is a Hero - Season 1","https://www.amazon.com/A-Maidens-True-Heart/dp/B0764WPL5Y",36798
"AmazonPrime","Yuki Yuna is a Hero - Season 1 (English Dubbed)","https://www.amazon.com/A-Maidens-True-Heart/dp/B0764XSYDQ",25519
"Crunchyroll","07 Ghost","http://www.crunchyroll.com/07-ghost",5525
"Crunchyroll","100% Teacher Pascal","http://www.crunchyroll.com/100-teacher-pascal",34052
"Crunchyroll","11eyes","http://www.crunchyroll.com/11eyes",6682
"Crunchyroll","18if","http://www.crunchyroll.com/18if",35248
"Crunchyroll","5 Centimeters per Second","http://www.crunchyroll.com/5-centimeters-per-second",1689
"Crunchyroll","91 Days","http://www.crunchyroll.com/91-days",32998
"Crunchyroll","A Bridge to the Starry Skies - Hoshizora e Kakaru Hashi","http://www.crunchyroll.com/a-bridge-to-the-starry-skies-hoshizora-e-kakaru-hashi",10079
"Crunchyroll","A Centaur's Life","http://www.crunchyroll.com/a-centaurs-life",34525
"Crunchyroll","A Certain Magical Index","http://www.crunchyroll.com/a-certain-magical-index",4654
"Crunchyroll","A Dark Rabbit has Seven Lives","http://www.crunchyroll.com/a-dark-rabbit-has-seven-lives",9750
"Crunchyroll","A Letter to Momo","http://www.crunchyroll.com/a-letter-to-momo",10389
"Crunchyroll","A Lull in the Sea (Nagi-Asu: Nagi no Asukara)","http://www.crunchyroll.com/a-lull-in-the-sea-nagi-asu-nagi-no-asukara",16067
"Crunchyroll","A Place Further Than the Universe","http://www.crunchyroll.com/a-place-further-than-the-universe",35839
"Crunchyroll","A Sister's All You Need.","http://www.crunchyroll.com/a-sisters-all-you-need",35413
"Crunchyroll","A Talk on Titan","http://www.crunchyroll.com/a-talk-on-titan",n/a
"Crunchyroll","A Town Where You Live","http://www.crunchyroll.com/a-town-where-you-live",17741
"Crunchyroll","A Wind Named Amnesia","http://www.crunchyroll.com/a-wind-named-amnesia",1793
"Crunchyroll","Aachi & Ssipak","http://www.crunchyroll.com/aachi-ssipak",2884
"Crunchyroll","Abunai Sisters","http://www.crunchyroll.com/abunai-sisters",5877
"Crunchyroll","ACCA: 13-Territory Inspection Dept.","http://www.crunchyroll.com/acca-13-territory-inspection-dept",33337
"Crunchyroll","Ace Attorney","http://www.crunchyroll.com/ace-attorney",31630
"Crunchyroll","Ace of the Diamond","http://www.crunchyroll.com/ace-of-the-diamond",18689
"Crunchyroll","Action Heroine Cheer Fruits","http://www.crunchyroll.com/action-heroine-cheer-fruits",34800
"Crunchyroll","Active Raid","http://www.crunchyroll.com/active-raid",31790
"Crunchyroll","Actually, I Am","http://www.crunchyroll.com/actually-i-am",29785
"Crunchyroll","Ah My Buddha!!","http://www.crunchyroll.com/ah-my-buddha",591
"Crunchyroll","Ah My Buddha!!","http://www.crunchyroll.com/ah-my-buddha",886
"Crunchyroll","Ah My Buddha!!","http://www.crunchyroll.com/ah-my-buddha",1749
"Crunchyroll","Ah My Buddha!!","http://www.crunchyroll.com/ah-my-buddha",1750
"Crunchyroll","AHO-GIRL","http://www.crunchyroll.com/aho-girl",34881
"Crunchyroll","Ai-Mai-Mi","http://www.crunchyroll.com/ai-mai-mi",16169
"Crunchyroll","Ai-Mai-Mi Mousou Catastrophe","http://www.crunchyroll.com/ai-mai-mi-mousou-catastrophe",23551
"Crunchyroll","Ai-Mai-Mi Surgical Friends","http://www.crunchyroll.com/ai-mai-mi-surgical-friends",34295
"Crunchyroll","Air Master","http://www.crunchyroll.com/air-master",230
"Crunchyroll","AIURA","http://www.crunchyroll.com/aiura",17082
"Crunchyroll","Akagi","http://www.crunchyroll.com/akagi",658
"Crunchyroll","Akame ga Kill!","http://www.crunchyroll.com/akame-ga-kill",22199
"Crunchyroll","Akashic Records of Bastard Magic Instructor","http://www.crunchyroll.com/akashic-records-of-bastard-magic-instructor",32951
"Crunchyroll","AKB0048","http://www.crunchyroll.com/akb0048",12149
"Crunchyroll","AKB0048","http://www.crunchyroll.com/akb0048",14941
"Crunchyroll","Akiba's Trip The Animation","http://www.crunchyroll.com/akibas-trip-the-animation",34051
"Crunchyroll","Alderamin on the Sky","http://www.crunchyroll.com/alderamin-on-the-sky",31764
"Crunchyroll","ALDNOAH.ZERO","http://www.crunchyroll.com/aldnoahzero",22729
"Crunchyroll","ALDNOAH.ZERO","http://www.crunchyroll.com/aldnoahzero",27655
"Crunchyroll","Alice & Zoroku","http://www.crunchyroll.com/alice-zoroku",34350
"Crunchyroll","ALL OUT!!","http://www.crunchyroll.com/all-out",31588
"Crunchyroll","Amagi Brilliant Park","http://www.crunchyroll.com/amagi-brilliant-park",22147
"Crunchyroll","Amanchu!","http://www.crunchyroll.com/amanchu",31771
"Crunchyroll","AMNESIA","http://www.crunchyroll.com/amnesia",15085
"Crunchyroll","Ange Vierge","http://www.crunchyroll.com/ange-vierge",32171
"Crunchyroll","Angel Beats","http://www.crunchyroll.com/angel-beats",6547
"Crunchyroll","Angel's 3Piece!","http://www.crunchyroll.com/angels-3piece",34177
